chunk_25_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_25_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_25_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_25_table_1.csv,4,Specimen Reference #,Laboratory Reference # of the specimen,1. DOH AO 2012-0021: National Health
chunk_26_table_1.csv,6,Date of Result,Date the result was released,2. DOH HFDB Manual of Standards on Quality Management System in the Clinical Laboratory
chunk_26_table_1.csv,7,Time of Result,Time the result was released,
chunk_26_table_1.csv,8,Result in Fasting Examination (mg/dL),Result in Fasting Examination (mg/dL),
chunk_26_table_1.csv,9,Result in Fasting Examination (mmol/L),Result in Fasting Examination (mmol/L),
chunk_26_table_1.csv,10,Result in OGTT | Hour Examination (mg/dL),Result in OGTT | Hour Examination (mg/dL),
chunk_26_table_1.csv,11,Result in OGTT 1 Hour Examination (mmol/L),Result in OGTT 1 Hour examination (mmol/L),
chunk_26_table_1.csv,12,Result in OGTT 2 Hours Examination (mg/dL),Result in OGTT 2 Hours examination (mg/dL),
chunk_26_table_1.csv,13,Result in OGTT 2 Hours Examination (mmol/L),Result in OGTT 2 Hours Examination (mmol/L),
chunk_26_table_1.csv,14,Date the Record was Added,Date the record was added,
chunk_26_table_1.csv,15,Status of Laboratory/ Imaging Results,Status of laboratory/ imaging results,
chunk_26_table_1.csv,16,Diagnostic Lab Fee,Diagnostic Lab Fee,DOH AO 2008-0002 Posting of Schedule of Fees for Laboratory and Other Health Facilities
chunk_26_table_1.csv,17,Date of Initial Transmission,Date data was transmitted to National Health Data Center,1. DOH AO 2012-0021: National Health Laboratory Network 2. DOH HFDB Manual of Standards on Quality Management System in the Clinical Laboratory
chunk_26_table_1.csv,18,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_26_table_1.csv,19,Date of Last Update,Date data was last updated,
chunk_26_table_1.csv,20,Time of Last Update,Time data was last updated,
chunk_26_table_1.csv,PROCEDURE/EXAMINATION,,,
chunk_26_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_26_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health
chunk_27_table_1.csv,,,"patient, date and time of encounter, as represented by a code.",
chunk_27_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,
chunk_27_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",
chunk_27_table_1.csv,4,Procedure/Examination Code,Procedure Code,
chunk_27_table_1.csv,5,Result Reference #,Result Reference #,
chunk_27_table_1.csv,6,Date of Result,Date of Result,
chunk_27_table_1.csv,7,Time of Result,Time of Result,
chunk_27_table_1.csv,8,Chest X-ray Findings ID,Chest X-ray Findings ID,
chunk_27_table_1.csv,9,Supplemental remarks on chest x-ray if with findings ID,Supplemental remarks on chest x-ray ID,
chunk_27_table_1.csv,10,Observations based on chest -ray result ID,Observations based on chest -ray result ID,
chunk_27_table_1.csv,11,Supplemental remarks for x-ray if with observation,Supplemental remarks for x-ray if with observation,
chunk_27_table_1.csv,12,Status of Procedure/ Examination Results,Status of Procedure/Examination Results,
chunk_27_table_1.csv,13,Diagnostic Lab Fee,Diagnostic Lab Fee,
chunk_27_table_1.csv,14,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_27_table_1.csv,15,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_27_table_1.csv,16,Date of Last Update,Date data was last updated,
chunk_27_table_1.csv,17,Time of Last Update,Time data was last updated,
chunk_28_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_28_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_28_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (cHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_28_table_1.csv,4,Procedure Code,Procedure code # of the specimen,1. DOH Hospital Health Information Management Manual 2. DOH AO 2015-0024: Implementing Guidelines on Integrated Tuberculosis Information System (IT IS) 3. DOH AO No. 2011-0010: Implementing Procedures and Guidelines in Reporting Field Health Services Data to The DOH Central Office.
chunk_28_table_1.csv,5,Result Reference #,Test result reference #,
chunk_28_table_1.csv,6,Date of Result,Date the result was released,
chunk_28_table_1.csv,7,Time of Result,Time the result was released,
chunk_28_table_1.csv,8,Findings/Result in PPD Test,Findings/ Result in PPD Test,
chunk_28_table_1.csv,9,Date the Record was Added,Date the Record was Added,
chunk_28_table_1.csv,10,Status of Laboratory/ Imaging Results,Status of Laboratory/Imaging Results,
chunk_28_table_1.csv,11,Diagnostic Lab Fee,Diagnostic Lab Fee,DOH AO 2008-0002 Posting of Schedule of Fees for Laboratory and Other Health Facilities
chunk_28_table_1.csv,12,Date of Initial Transmission,Date data was transmitted to National Health Data Center,1. DOH Hospital Health Information Management Manual 2. DOH AO 2015-0024: Implementing Guidelines on Integrated Tuberculosis Information System (ITIS) 3. DOH AO No. 2011-0010: Implementing Procedures and Guidelines in Reporting
chunk_28_table_1.csv,13,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_28_table_1.csv,14,Date of Last Update,Date data was last updated,
chunk_28_table_1.csv,15,Time of Last Update,Time data was last updated,
chunk_29_table_1.csv,10,Date Signed,Date the healthcare professional signed the Claim Form2,
chunk_29_table_1.csv,11,Co-pay on top of PhilHealth benefits,Yes/No,
chunk_29_table_1.csv,12,Co-pay Amount,"Amount, if with co-pay on top of PhilHealth benefits",
chunk_29_table_1.csv,13,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_29_table_1.csv,14,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_29_table_1.csv,15,Date of Last Update,Date data was last updated,
chunk_29_table_1.csv,16,Time of Last Update,Time data was last updated,
chunk_2_table_1.csv,16,Last Name,Legal last name of patient,1. DOH Hospital Health Information Management Manual 2. Captured in PhilHealth Member Registration Form and Claim Form 4.
chunk_2_table_1.csv,17,First Name,Legal first name of patient,
chunk_2_table_1.csv,18,Middle Name,Legal middle name of patient,
chunk_2_table_1.csv,19,Suffix/Extension Name,"Additional term following the patient's full name. Examples are Jr., Sr., III, and others",
chunk_2_table_1.csv,20,No Middle Name,Yes/No,
chunk_2_table_1.csv,MEMBERSHIP GENERAL CATEGORY,,,
chunk_2_table_1.csv,21,Dependent Member's PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_2_table_1.csv,22,Relationship to Member,"If PhilHealth Status is Dependent: Relationship Code For PhilHealth: Child, Parent, Spouse",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_2_table_1.csv,Member's Maiden Name,,If Married,
chunk_2_table_1.csv,23,Last Name,Legal last maiden name of patient,DOH Hospital Health Information Management Manual
chunk_2_table_1.csv,24,First Name,Legal first maiden name of patient,
chunk_2_table_1.csv,25,Middle Name,Legal middle maiden name of patient,
chunk_2_table_1.csv,26,Suffix/Extension Name,"Additional term following the patient's full name. Examples are Jr., Sr., III, and others",
chunk_2_table_1.csv,27,No Middle Name,Yes/No,
chunk_2_table_1.csv,Spouse Name,,If Married,
chunk_2_table_1.csv,28,Last Name,Spouse's legal last name,DOH Hospital Health Information Management Manual
chunk_2_table_1.csv,29,First Name,Spouse's legal first name,
chunk_2_table_1.csv,30,"Middle Name
:unselected:",Spouse's legal middle name,
chunk_2_table_1.csv,31,Suffix/Extension Name,"Additional term following the patient's full name. Examples are Jr., Sr .. III, and others",
chunk_2_table_1.csv,32,No Middle Name,Yes/No,
chunk_30_table_1.csv,,within/outside the HCI during confinement,,
chunk_30_table_1.csv,20,Total cost of diagnostic/laboratory examinations paid by the patient/member done within/outside the HCI during confinement,If with amount,
chunk_30_table_1.csv,21,Total Health Care Institution Fees Paid By,"Paid By Code: Member, Patient, HMO, PCSO, Promissory Note, Others",
chunk_30_table_1.csv,22,Total Health Care Institution Fees Paid By - Others specify,Total Health Care Institution Fees Paid By - Others specify,
chunk_30_table_1.csv,23,Total Professional Fees Paid By,"Paid By Code: Member, Patient, HMO, PCSO, Promissory Note, Others",
chunk_30_table_1.csv,24,Total Professional Fees Paid By Others specify,Total Professional Fees Paid By - Others entitiies,
chunk_30_table_1.csv,25,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_30_table_1.csv,26,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_30_table_1.csv,27,Date of Last Update,Date data was last updated,
chunk_30_table_1.csv,28,Time of Last Update,Time data was last updated,
chunk_30_table_1.csv,PAST MEDICAL HISTORY,,,
chunk_30_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_30_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_30_table_1.csv,3,PhilHealth Identification Number,A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of,1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001).
chunk_31_table_1.csv,5,Description,Significant health conditions for a person related to the patient relevant in the context of care for the patient.,Management Manual
chunk_31_table_1.csv,6,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_31_table_1.csv,7,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_31_table_1.csv,8,Date of Last Update,Date data was last updated,
chunk_31_table_1.csv,9,Time of Last Update,Time data was last updated,
chunk_31_table_1.csv,SOCIAL/PERSONAL HISTORY,,,
chunk_31_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_31_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_31_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_31_table_1.csv,4,Patient is a smoker,Yes/No,1. RA 9211: Tobacco Regulation Act of 2003
chunk_31_table_1.csv,5,Number of Cigarette Pack Consumed per Year,Number of Cigarette Pack Consumed per Year,2. DOH Administrative Order No. 122 s. 2003: A Smoking Cessation Program to support the National Tobacco Control & Healthy Lifestyle Program 3. DOH AO 2013-0005: National Policy on the Unified Registry Systems of the Department of Health (Chronic Non-
chunk_32_table_1.csv,,,"registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_32_table_1.csv,4,Date of Adverse Event,Date when the event occurred or detected,DOH Hospital Health Information Management Manual
chunk_32_table_1.csv,5,Time of Adverse Event,Time when the event occurred or detected,
chunk_32_table_1.csv,6,Actuality,"Code for Actual, Potential",
chunk_32_table_1.csv,7,Description,"Actual or potential/avoided event causing unintended physical injury resulting from or contributed to by medical care, a research study or other healthcare setting factors that requires additional monitoring, treatment, or hospitalization, or that results in death.",
chunk_32_table_1.csv,8,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_32_table_1.csv,9,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_32_table_1.csv,10,Date of Last Update,Date data was last updated,
chunk_32_table_1.csv,11,Time of Last Update,Time data was last updated,
chunk_32_table_1.csv,PERTINENT SIGNS & SYMPTOMS ON ENCOUNTER,,,
chunk_32_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_32_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_32_table_1.csv,3,PhilHealth Identification Number,A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of,1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001).
chunk_33_table_1.csv,,,"Digital Rectal, Genitourinary, Others",
chunk_33_table_1.csv,7,System Type for others,Others specify,
chunk_33_table_1.csv,8,Pertinent Findings per System,"Key findings for Chest/Lungs: Essentially Normal, Lump/s over Breast/s, Asymmetrical chest expansion, Decreased breath sounds, Wheezes, Rales/crackles/rhonchi, Intercostal rib/clavicular retraction, Others",
chunk_33_table_1.csv,9,,"Key findlings for CVS: Essentially normal, Irregular rhythm, Displaced apex beat, Muffled heart sounds, Heaves and/or thrills, Murmur, Pericardial bulge, Others",
chunk_33_table_1.csv,10,,"Key findings for Abdomen: Essentially normal, Palpable mass(es), Abdominal rigidity, Tympanitic/dull abdomen, Abdomen tenderness, Uterine contraction, Hyperactive bowel sounds, Others",
chunk_33_table_1.csv,11,,"Key findings for GU (IE): Essentially normal, Blood stained in exam finger, Cervical dilatation, Presence of abnormal discharge, Others",
chunk_33_table_1.csv,12,,"Key findings for Skin Extremities: Essentially normal, Edema/swelling, Rashes/petechiae, Clubbing, Decreased mobility, Weak pulses, Cold clammy skin, Pale nailbeds, Cyanosis/mottled skin, Poor skin turgor, Others",
chunk_33_table_1.csv,13,,"Key findings for Neuro Exam: Essentially normal, Abnormal reflex(es), Abnormal gait, Poor/altered memory, Abnormal position sense, Poor muscle tone/strength, Abnormal/decreased sensation, Poor",
chunk_34_table_1.csv,8,Action Taken,Action Taken,
chunk_34_table_1.csv,9,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_34_table_1.csv,10,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_34_table_1.csv,11,Date of Last Update,Date data was last updated,
chunk_34_table_1.csv,12,Time of Last Update,Time data was last updated,
chunk_34_table_1.csv,MEDICATIONS,,,
chunk_34_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",
chunk_34_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,
chunk_34_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",
chunk_34_table_1.csv,4,Drug/Medicine - PNDF,Drug/Medicine Code - PNDF,
chunk_34_table_1.csv,5,Drug/Medicine - Non-PDF,Drug/Medicine - Non-PDF,
chunk_34_table_1.csv,6,Name of Drug,Drug Name,
chunk_34_table_1.csv,7,Salt Code of Medicine,Salt Code of Medicine,
chunk_34_table_1.csv,8,Dose - Quantity,Quantity of the prescribed medicine,
chunk_34_table_1.csv,9,Dose - Unit of Measure,The unit of measure of the dosage,
chunk_34_table_1.csv,10,Dosage Regimen,Dosage regimen of the prescribed medicine,
chunk_34_table_1.csv,11,"Dosage Regimen, others specify","Dosage regimen, others specify",
chunk_34_table_1.csv,12,Duration of Intake,Duration of intake of the medicine,
chunk_35_table_1.csv,,,"Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_35_table_1.csv,4,Vital Sign,"Vital Sign Code: Blood Pressure, Heart Rate, Respiratory Rate, Temperature, Height, Weight",DOH Hospital Health Inform Information Management Manual
chunk_35_table_1.csv,5,Measure - Numerator,"Depending on Vital Sign, Example if Blood Pressure, Diastolic; standard unit of measure has to be set",
chunk_35_table_1.csv,6,Measure - Denominator,"Depending on Vital Sign, Example if Blood Pressure, Systolic; standard unit of measure has to be set",
chunk_35_table_1.csv,7,Body Mass Index,The patient's Body Mass Index Computation: weight (kg) / height(m)*height(m),
chunk_35_table_1.csv,8,"Z score based on age, gender, height and weight",Standard Library,PhilHealth eClaims Forms
chunk_35_table_1.csv,9,Left Eye Visual Acuity (Vision) of the patient,Visual acuity of the patient's left eye,DOH Hospital Health Information Management Manual
chunk_35_table_1.csv,10,Right Eye Visual Acuity (Vision) of Patient,Visual acuity of the patient's right eye,
chunk_35_table_1.csv,11,Length or Height of Patient in cm -For Pediatric Patient only 0-24,Length or height measurement of patient in centimeters for pediatric patient only (0- 24 months),
chunk_35_table_1.csv,12,Head Circumference of Patient in cm For Pediatric Patient only 0-24,The measurement of the patient's head circumference in cm for Pediatric Patient only (0-24 months),
chunk_35_table_1.csv,13,Skinfold Thickness of Patient in cm For Pediatric Patient only 0-24,The measurement of the patient's skinfold thickness in cm for pediatric patient only (0-24 months),
chunk_35_table_1.csv,14,Waist of Patient in cm -For Pediatric Patient only 0-24 Months,The measurement of the patient's waist in cm -For pediatric patient only (0-24 months),
chunk_36_table_1.csv,12,Time of Last Update,Time data was last updated,
chunk_36_table_1.csv,HEENT DATA,,,
chunk_36_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_36_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_36_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (cHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_36_table_1.csv,4,HEENT,"HEENT Code: Essentially Normal, Icteric Schlerac, Abnormal Pupillary Reaction,
ale Conjunctivae, Cervical
Pale
lymphadenopathy, Sunken Eyeballs, Dry Mucuos Membrane, Sunken",DOH Hospital Health Information Management Manual
chunk_36_table_1.csv,5,"HEENT, Others specify",Specify other observations,
chunk_36_table_1.csv,6,HEENT - Remarks,Input remarks,
chunk_36_table_1.csv,7,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_36_table_1.csv,8,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_36_table_1.csv,9,Date of Last Update,Date data was last updated,
chunk_36_table_1.csv,10,Time of Last Update,Time data was last updated,
chunk_37_table_1.csv,,,"Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_37_table_1.csv,4,Type of Stroke,Type of Stroke Code,"1. DOH Hospital Health Information Management Manual 2. DOH AO 2013-0005: National Policy on the Unified Registry Systems of the Department of Health (Chronic Non- Communicable Diseases, Injury Related Cases, Persons with Disabilities. and Violence Against Women and Children Registry System)"
chunk_37_table_1.csv,5,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_37_table_1.csv,6,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_37_table_1.csv,7,Date of Last Update,Date data was last updated,
chunk_37_table_1.csv,8,Time of Last Update,Time data was last updated,
chunk_37_table_1.csv,DISEASE REGISTRY - DIABETES MELLITUS,,,
chunk_37_table_1.csv,1,Encounter Code,"Setting and condition in which the encounter takes place. It collectively constitutes health care provider code, PhilHealth identification number of the patient, date and time of encounter, as represented by a code.",PhilHealth Circular 2020-0002: Governing Policies of the Konsultasyong Sulit at Tama (PhilHealth Konsulta) Package: Expansion of the Primary Care Benefit to Cover All Filipinos
chunk_37_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_37_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_37_table_1.csv,4,Newly or Previously Diagnosed Diabetes,Indicator if patient is newly diagnosed or not,1. DOH Hospital Health Information Management Manual 2. DOH AO 2013-0005: National Policy on the Unified Registry Systems of the Department of Health (Chronic Non-
chunk_37_table_1.csv,5,Type of Diabetes,Type of Diabetes as represented by a code.,
chunk_37_table_1.csv,6,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_38_table_1.csv,,,represented by a code.,
chunk_38_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_38_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_38_table_1.csv,4,Date of Result,Date the result was released,1. DOH AO 2012-0021: National Health Laboratory Network 2. DOH HFDB Manual of Standards on Quality Management System in the Clinical Laboratory
chunk_38_table_1.csv,5,Time of Result,Time the result was released,
chunk_38_table_1.csv,6,Result Reference #,Test result reference #,
chunk_38_table_1.csv,7,Findings/ Result in HbAlc,Result of HbAlc laboratory test,
chunk_38_table_1.csv,8,Date the Record was Added,Date the record was added,
chunk_38_table_1.csv,9,Status of Laboratory/Imaging Results,Status of laboratory/imaging results,
chunk_38_table_1.csv,10,Diagnostic Lab Fec,Diagnostic Laboratory fee,DOH AO 2008-0002 Posting of Schedule of Fees for Laboratory and Other Health Facilities
chunk_38_table_1.csv,11,Date of Initial Transmission,Date data was transmitted to National Health Data Center,1. DOH AO 2012-0021: National Health Laboratory Network 2. DOH HFDB Manual of Standards on Quality Management System in the Clinical Laboratory
chunk_38_table_1.csv,12,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_38_table_1.csv,13,Date of Last Update,Date data was last updated,
chunk_38_table_1.csv,14,Time of Last Update,Time data was last updated,
chunk_39_table_1.csv,2,Health Facility Code,DOH-issued unique health facility code as generated from the National Health Facility Registry (NHFR).,DOH AO 2020- 2019-0060: Guidelines on the Implementation of the National Health Facility Registry
chunk_39_table_1.csv,3,PhilHealth Identification Number,"A unique and permanent number issued to any client upon enrolment/membership registration to the National Health Insurance Program of the Corporation for purposes of identification, eligibility verification, and utilization recording.",1. DOH Administrative Order 2013-0025: National Implementation of Health Data Standards for eHealth Standardization and Interoperability (eHSI Release 001). 2. Captured in PhilHealth Membership Registration and Claims Forms.
chunk_39_table_1.csv,4,Date of Result,Date the result was released,1. DOH AO 2012-0021: National Health Laboratory Network 2. DOH HFDB Manual of Standards on Quality Management System in the Clinical Laboratory
chunk_39_table_1.csv,5,Time of Result,Time the result was released,
chunk_39_table_1.csv,6,Result Reference #,Test result reference #,
chunk_39_table_1.csv,7,Description of Other Diagnostic Exam not included in Essential Services,Description of Other Diagnostic Exam not included in Essential Services,
chunk_39_table_1.csv,8,Findings/ Result in Other Diagnostic Exam,Result in other diagnostic examinations,
chunk_39_table_1.csv,9,Date the Record was Added,Date the record was added,
chunk_39_table_1.csv,10,Status of Laboratory/ Imaging Results,Status of Laboratory/Imaging Results,
chunk_39_table_1.csv,11,Diagnostic Lab Fee,Diagnostic Lab Fee,
chunk_39_table_1.csv,12,Date of Initial Transmission,Date data was transmitted to National Health Data Center,
chunk_39_table_1.csv,13,Time of Initial Transmission,Time data was transmitted to National Health Data Center,
chunk_39_table_1.csv,14,Date of Last Update,Date data was last updated,
chunk_39_table_1.csv,15,Time of Last Update,Time data was last updated,
chunk_39_table_1.csv,HOSPITAL STATISTICS,,,
chunk_39_table_1.csv,1,Name of Hospital,Identification of the hospital,"1. DOH Hospital Health Information Management Manual 2. DOH A.O. No. 2012-0012, Annex E: Annual Hospital Statistical Report"
chunk_39_table_1.csv,2,Address: Street Address,Actual street/subdivision name and number in the barangay where the health facility is situated.,
chunk_3_table_1.csv,51,Unit/Room #/Floor,Unit/Room #/Floor indicated in the permanent address.,1. DOH Hospital Health Information Management Manual 2. PSGC- PSA
chunk_3_table_1.csv,52,Building Name,Building Name indicated in the permanent address.,
chunk_3_table_1.csv,53,Lot/Block/Phase/House #,Lot/Block/Phase/House # indicated in the permanent address.,
chunk_3_table_1.csv,54,Street Name 1,Street name indicated in the permanent address.,
chunk_3_table_1.csv,55,Subdivision,Subdivision indicated in the permanent address.,
chunk_3_table_1.csv,56,Barangay,"Barangay indicated in the permanent address, as represented by a code.",
chunk_3_table_1.csv,57,Municipality/City,"Municipality/city indicated in the permanent address, as represented by a code.",
chunk_3_table_1.csv,58,Province,"Province indicated in the permanent address, as represented by a code.",
chunk_3_table_1.csv,59,Region,"Region indicated in the permanent address, as represented by a code.",
chunk_3_table_1.csv,60,State,"State indicated in the permanent address, as represented by a code.",
